sample_id,voltage_pu,solar_power_kw,frequency_hz,temperature_c,label,attack_type
34,1.279302833302515,26.248365885611847,50.02223395731159,15.228061332007192,attack,overvoltage
35,0.9838549855244725,13.759204859836784,50.10110554510997,27.102360000241347,normal,none
36,0.9982489770040365,8.511854211668828,49.9969874256262,12.761739321729921,normal,none
37,1.196620727080526,32.93279384466298,50.01282732509886,31.727495672877115,attack,overvoltage
38,1.338123219027376,26.44171119670811,50.15487071995121,26.925028473543644,attack,overvoltage
39,0.8229338053674821,26.483033832442416,50.011934658750214,21.814293030368418,attack,undervoltage
40,0.8197153131915216,13.607355578190504,50.01802643180951,16.35043191314117,attack,undervoltage
41,1.0282420170768372,2.8051469976690386,50.113724465456784,29.329188872651706,attack,power_manipulation
42,0.9957509072990287,16.748868281424194,49.922655341265425,25.30153286555982,normal,none
43,0.995318740117195,26.29877079787402,50.06096796010122,27.103019774113957,normal,none
44,1.0451930804947256,23.300010267614667,49.92877340905719,23.32508531554087,normal,none
45,0.9947215132855043,7.964578007302588,49.8807809763642,20.89225604078441,normal,none
46,1.0016044500401917,30.631874614659544,49.94456573560031,20.23986835804081,normal,none
47,1.030693800761063,20.717027946220313,49.91053217487133,15.305710962840378,normal,none
48,1.198408469026292,17.877062698423284,50.09513022001422,21.041544185727584,attack,overvoltage
49,1.0019235010295668,25.3381791885489,49.84864477988087,36.61478953910267,normal,none
50,1.035915579133721,12.404916520001143,49.905954835094484,28.888030780654113,normal,none
51,1.0115941035110436,22.763123649145474,49.88011717103379,20.81790779854304,normal,none
52,0.9822283209872036,13.161229707719183,50.066113736770895,19.54375753376675,normal,none
53,0.9799370139281238,18.813225957881045,49.99852513015365,23.501058272541886,normal,none
54,0.9863831701461692,12.542965878939185,50.105320876292666,18.37722399782874,normal,none
55,0.6051516388585524,15.11219962759718,49.90928744713704,21.73921779580304,attack,undervoltage
56,0.6337981882160042,20.363445371115628,50.102681212936005,27.554562497875803,attack,undervoltage
57,1.014623429922453,18.922218681685813,50.08196059077732,29.81822015303227,normal,none
58,1.003756854894688,18.850508122074633,49.74342314011104,36.19428551744443,normal,none
59,1.0219855991287485,17.52712215204691,49.99329889203656,24.016946276444084,normal,none
60,1.0242718245395903,1.6874838259136342,50.138295123999825,30.832221482600282,attack,power_manipulation
61,1.0191025549138895,17.69724992770549,50.052050191499845,10.709858497287062,normal,none
62,0.9832894395992999,13.143649646748637,49.996080691448896,13.261513697567784,normal,none
63,0.9622640453128133,23.15605989592347,49.81567796006506,31.269660122887714,normal,none
64,0.9980068833073438,27.124579790335755,50.01977992977616,18.000745370186372,normal,none
65,0.9731497263333193,28.313410920966934,49.988873314714986,41.908892729711404,normal,none
66,0.9864343900550204,20.890626596461274,50.04775806104744,12.596637912516316,normal,none
67,1.0021957443397773,1.762794201158116,49.904012571533684,36.5591941785231,attack,power_manipulation
68,0.9809007543898384,1.6335814657710934,50.03423064048984,27.83907654199042,attack,power_manipulation
69,1.330466450255055,16.447730363439863,49.881132837506264,24.478453258990395,attack,overvoltage
70,0.97361084340487,13.934428970542447,49.924766144092075,12.195319303889022,normal,none
71,1.0256464000006873,14.918734854131554,49.835260659812505,34.42941766706864,normal,none
72,0.9737466533966714,14.336771581104877,49.982051226424204,28.464267887242308,normal,none
73,1.0161519413819733,23.693011757780987,50.07647620122492,22.944021442925536,normal,none
74,0.8310891987904161,18.293103868831004,50.08781544977443,30.587504233351147,attack,undervoltage
75,0.9751360842746819,22.843133689467418,49.9672448911694,21.00910352798385,normal,none
76,1.0213908381599541,18.421340845002007,49.99753797168442,40.38870254243116,normal,none
77,1.0111470984286246,20.33297861095368,49.78809499632249,25.636743693293504,normal,none
78,0.9915144634207642,21.607663650583117,49.95809339172553,20.54698160960634,normal,none
79,1.3852100963152458,26.096459016955453,50.022425141909046,29.107339638622182,attack,overvoltage
80,1.0483404563317784,17.069204651840415,49.93975452018045,32.735319308677795,normal,none
81,1.2467383894159492,21.384920149758997,50.036742242682756,16.547225728407597,attack,overvoltage
82,0.9582143940253093,28.030061318656106,49.845435093224715,22.19649468613029,normal,none
83,0.9919135409070917,20.64641722181681,50.083638906260965,25.96029196202078,normal,none
84,1.0026670106617541,2.0538177377648,50.014643934070634,25.490002798867575,attack,power_manipulation
85,0.6007669813482391,19.187318576237082,49.97688940413186,35.17081071392765,attack,undervoltage
86,1.0075475094225828,15.3751684095244,50.06416895071415,27.417096526600204,normal,none
87,0.9829012200468119,17.253008501525255,49.899816400588584,28.390825163721555,normal,none
88,1.006105595125277,26.874813831158512,49.93594438686503,32.199327846279594,normal,none
89,1.002515855503565,17.529475341782074,49.90753163402713,14.143649338139545,normal,none
90,0.9956152571928952,20.914008836323443,50.03502139473854,48.60855618026225,normal,none
91,1.007491185134371,24.36223935897866,49.81337978350739,19.122238784699455,normal,none
92,1.0214541638545567,30.52625190283236,50.08162522216513,15.604188646619512,normal,none
93,1.0030800276421588,20.568394123208602,50.04904983884415,35.004074070456646,normal,none
94,1.0165187452213256,12.75217416539882,49.99706154671582,8.003644791725652,normal,none
95,0.6152529754010239,17.19740026139223,50.15853480827444,27.535826075639715,attack,undervoltage
96,0.9884507738665645,35.82202795251112,49.87661415616194,31.015691009660365,normal,none
97,0.6201652452101255,13.069983523713486,50.030420921590114,35.603941112061165,attack,undervoltage
98,0.9831089373062235,24.898961212305558,50.0094998823921,33.38289119163993,normal,none
99,1.0416275291287589,17.281311206104068,50.10881540280579,17.55596218135915,normal,none
100,0.9862481123455218,23.750460991930215,50.004497062077874,3.7143537987963064,normal,none
101,1.0020017204787612,23.20343844911024,49.90077599200507,12.855535773582224,normal,none
102,0.9782907086036838,16.553388198118824,49.96633777960089,37.664756820959674,normal,none
103,0.9799738365510808,23.72646687449086,49.87243143301398,44.094503652754184,normal,none
104,1.0190983953638868,25.121336223268752,50.08274651224458,17.356231427367902,normal,none
105,1.011483414274868,26.792481287754597,50.01344647516018,22.005480677315852,normal,none
106,1.1657813464480649,26.972674003136056,50.01825535570122,30.410859994527247,attack,overvoltage
107,0.9999361807109074,26.868604059044046,49.99950876009522,31.76355638647787,normal,none
108,1.019769257483595,20.813366742661575,49.96760879979552,22.720115791044407,normal,none
109,1.0087359073605986,14.823943897295235,49.78015383233859,16.88695110773252,normal,none
110,1.0096603274533147,27.605169252937223,50.01339390850647,25.603844765619364,normal,none
111,0.6767492800665905,16.95681604721229,49.90330309790194,25.57271182664458,attack,undervoltage
112,0.9691643078670316,20.33498796714309,49.785444321603045,22.63384156783828,normal,none
113,1.2680386751416217,14.595892370051583,50.00164270911362,28.40943592261653,attack,overvoltage
114,1.007032146775025,13.458974636631716,50.04817724588888,20.922094360611204,normal,none
115,1.0252042772257262,24.52834493803917,50.073596243134446,16.680003592158478,normal,none
116,0.9890689795854481,20.160992053139417,50.079655459731434,30.107381252233317,normal,none
117,0.7301983460996564,15.626976140780204,50.09904435415158,27.81741000328013,attack,undervoltage
118,0.6316905205779701,24.45175539625987,50.108089031254536,19.797822037682266,attack,undervoltage
119,1.017215226144958,17.469259302016404,49.93102136636183,37.743314614416846,normal,none
120,0.9980083522965085,27.963786547826725,49.92136231089617,20.13059043528924,normal,none
121,1.0175684144319814,25.651502501341486,50.014379877504254,24.532429935704016,normal,none
122,1.3342818323177636,26.73512445346274,50.14131195751063,41.902992175838065,attack,overvoltage
123,1.3153255075679784,23.051315435426773,50.131546873866,20.489436371826763,attack,overvoltage
124,0.9846680950000469,1.9371004088647341,49.98377095611812,24.67952225273422,attack,power_manipulation
125,1.0019849647192465,4.604658586303425,50.01629386043985,34.79989961234216,attack,power_manipulation
126,1.005316253568382,27.271310061561614,50.02824600805084,9.534015704752594,normal,none
127,1.0415812731538694,26.49013144013491,49.830876267983975,21.521766161099762,normal,none
128,1.0124104569859476,17.52205425102959,50.04263352792063,16.3554521557625,normal,none
129,0.7209810266457245,22.042760638601898,49.943397641931725,17.39100491751882,attack,undervoltage
130,0.6689900323931971,25.12373348126996,50.00454567641685,13.344358885474717,attack,undervoltage
131,1.0196394966913294,23.170755670689765,49.921184867328364,21.31008412203989,normal,none
132,1.006509181381193,21.897602889036968,49.95988463061321,17.96468097543038,normal,none
133,0.9667799782246338,20.32070723285357,49.898419044993794,16.58937186438221,normal,none
134,1.381195810948623,20.809763346030074,50.028240601572584,33.087434943703684,attack,overvoltage
135,1.0357637720178585,26.70212137342933,50.0111779880071,25.19400640507451,normal,none
136,0.9789448948477811,4.9216930879791025,50.23437543342631,20.269419862222833,attack,power_manipulation
137,0.9975672492308227,27.24092948399044,50.017238361001176,25.8863172978383,normal,none
138,1.032003370043305,18.29588692944365,49.954193501831256,26.627583625873793,normal,none
139,0.9985476978211287,3.333361063936149,50.15679150360539,18.242057811678055,attack,power_manipulation
140,0.9967053311329032,16.50758147095685,50.08183086820727,30.931207787540032,normal,none
141,1.0010492927681471,19.422395943604194,49.85525840180806,46.57422745870046,normal,none
142,1.0032514404187747,16.590039136419648,49.964001647158895,34.90553789708291,normal,none
143,1.2956409422672333,19.702906013681364,49.84652675066497,33.62860447125105,attack,overvoltage
144,0.9833756172521332,32.166303517011244,50.103526536762416,25.37945294400948,normal,none
145,0.9615570078562165,2.627127661360558,50.101338142250434,29.926798035571764,attack,power_manipulation
146,0.9901112841342538,4.77775767138445,50.11985547679741,27.69217702560226,attack,power_manipulation
147,0.9957059052600277,29.83399710047463,49.9466521245004,19.979249023092827,normal,none
148,1.2949231910001204,25.53627308758952,50.02074401992415,19.002422521518103,attack,overvoltage
149,1.0293226247169516,22.62109433509272,49.98518184720689,24.305861923690635,normal,none
150,1.0185709062150932,14.06588922303304,49.96423637521618,20.910502213530425,normal,none
151,0.9755260021256974,22.021410558146606,50.01418620845093,35.63361835271718,normal,none
152,0.974741371486821,4.712210073363762,50.107541132997184,28.702478573827577,attack,power_manipulation
153,1.0229517131072292,20.56468790183854,49.930806422492175,27.073564201848537,normal,none
154,1.018098784107651,29.284148926420865,50.07012635620172,7.596243984186195,normal,none
155,0.974251817797432,17.147377928330645,50.05721263623193,23.376536406817134,normal,none
156,0.9735692865113071,31.259111491340818,49.86079636462373,19.567461039655953,normal,none
157,1.0182522745623928,16.028722729875668,49.9809243486746,29.854349601752297,normal,none
158,0.984144400700592,23.961461277398843,49.88994825943511,24.122781260491177,normal,none
159,0.7008934893766233,19.914699327636182,50.08816520606424,10.880284357429948,attack,undervoltage
160,1.0006796414529946,22.595178817149943,49.95907330012815,27.116586745982147,normal,none
161,0.9770621471342147,21.297164180506762,50.076136895643344,27.27047592375552,normal,none
162,1.3550667434186838,18.02479094621979,49.989038213428366,18.271100775278388,attack,overvoltage
163,0.995651605539887,2.175608065738791,49.98788487176001,16.631549054076046,attack,power_manipulation
164,0.9644536530449711,25.264117122322006,49.95019005029026,27.46498662152128,normal,none
165,0.9822954019052544,26.17477081248164,50.141580275814086,30.201460571273355,normal,none
166,0.7881112934946951,25.118092365122788,49.94626433637491,26.746887480759106,attack,undervoltage
167,1.3453281588459427,25.939105509159326,49.94822667588847,20.915676390055836,attack,overvoltage
168,1.1750571463001982,28.57635143888711,49.960398135176455,24.145176076520944,attack,overvoltage
169,1.315459298315033,25.589435620889194,49.99336814704452,38.76232881959977,attack,overvoltage
170,0.9968907664724017,17.936281830237178,50.02291939017398,16.237728694960403,normal,none
171,0.9926073446551483,0.08062880932298955,50.098403664098385,30.24995980547557,attack,power_manipulation
172,1.021442426671596,24.87603006048384,50.02433363815032,24.215273756726422,normal,none
173,0.6853361730912394,24.02616753765663,49.96593405526835,30.00428886577899,attack,undervoltage
174,0.9950826487158118,16.986250305827614,49.99154234120695,27.50306947780048,normal,none
175,0.9963459959697757,3.2117353812041003,50.103939954253526,20.602550674068784,attack,power_manipulation
176,0.9975668273580017,21.99959066241815,50.09475778419972,27.807054668079108,normal,none
177,0.9986942906088635,2.5398636999516033,49.82903001680686,15.108790431301507,attack,power_manipulation
178,0.9539160104807973,25.585464408960874,50.00049658033383,28.016450171470538,normal,none
179,0.7085826944168396,17.403845456879672,49.99253010530866,22.88890459239148,attack,undervoltage
180,0.9964094089330148,18.27390562449372,49.91543627697209,45.33824971465462,normal,none
181,1.0136370307951872,0.6661093574957566,49.946159293314494,34.223830941246874,attack,power_manipulation
182,1.291307465242014,16.984259728138966,50.080023336072635,40.609984117900424,attack,overvoltage
183,0.9927608865133499,19.735228377750907,49.91770916742493,22.534708437680543,normal,none
184,0.9810232063802178,10.161828931258954,50.28968406092555,31.07363948704061,normal,none
185,1.0050758815961316,20.316689770749967,50.09034629802994,46.070138183834274,normal,none
186,1.0096091751624479,12.29520571671289,49.9910759875962,19.949370382292642,normal,none
187,0.9833419532943416,25.02062236972784,49.97471433337396,27.49806930011448,normal,none
188,0.9711789385049199,25.148654059672563,49.97105040296386,27.412064539053027,normal,none
189,1.0247482088298656,23.220888174264907,49.946620835054865,14.76209683487367,normal,none
190,0.8394046601270829,15.80155615597669,50.15205765518753,23.42784815548899,attack,undervoltage
191,0.9793829532799231,1.7828890817627223,50.02248012402933,24.55873511337669,attack,power_manipulation
192,0.9885116862763385,25.782411444722804,49.9730024836653,17.472524163880575,normal,none
193,1.01633879316285,15.261390617648624,49.83015042081194,16.198258570854016,normal,none
194,0.6707771809831982,21.319332114665794,50.074558403072956,42.598988451317666,attack,undervoltage
195,1.0086975543982202,19.483138911528478,49.9780304851482,36.005798472831295,normal,none
196,0.969097074941039,22.916249048371082,50.00742017643072,31.843501552105703,normal,none
197,0.9984187325123106,12.521130206528222,49.95565995240461,26.972668571759577,normal,none
198,1.272645083591567,14.776280374372847,49.891827678738984,33.59816839652076,attack,overvoltage
199,1.0174893897748543,27.971811232941683,49.96468558684241,27.039961332580646,normal,none
200,1.000639359247572,21.343652115602232,49.93407947945418,19.746752028150553,normal,none
201,1.382615726814008,23.58472835580541,49.93593160647291,24.466640712928736,attack,overvoltage
202,0.9851466026964041,18.899157798215324,49.94975018032601,38.47419007898774,normal,none
203,1.0026040980290853,22.17156081888613,50.18361279327817,22.23328297030918,normal,none
204,1.0055787360031458,17.83400787097679,50.01214864934479,27.921301399579345,normal,none
205,0.9703624678506895,4.666698517486419,49.944972389923564,23.46768233007225,attack,power_manipulation
206,1.1913141073805593,19.103104876389434,49.972106067744434,26.691382605864693,attack,overvoltage
207,1.0110933660666794,22.067086935781646,50.24822585688188,43.42477921682284,normal,none
208,0.9777350892754152,12.8667862003074,50.09642614523067,20.061066972778185,normal,none
209,0.9479791835528558,13.965864132678528,50.057937931806215,31.298525487381333,normal,none
210,0.9894627356429194,3.4858198711438986,50.07241999065736,21.058299420262145,attack,power_manipulation
211,1.0133213623460182,17.645313288379203,49.99660284779669,18.765460052119522,normal,none
212,0.9833004025491163,2.6785523457871974,50.04408253014053,19.786911676453876,attack,power_manipulation
213,0.9782231949071591,23.641629259069926,49.9433093957527,43.36584751706471,normal,none
214,1.3100086094148702,23.358811299295123,50.025192970680344,23.41534742573295,attack,overvoltage
215,1.032708949643619,12.756352496029026,49.99776443246281,20.979332644467405,normal,none
216,1.0153271181922165,17.621803325366926,49.9748734247177,23.14889800497117,normal,none
217,0.8060529127390528,19.377226756413588,49.904482442739365,18.084047668834927,attack,undervoltage
218,1.0280928987458675,24.651493431834222,50.05922150489962,26.29486045132153,normal,none
219,0.7847843019399566,36.01911846166588,49.984951566347384,34.08823779017503,attack,undervoltage
220,1.0312755992053935,26.548124670881016,49.901767047009166,31.405161400540667,normal,none
221,0.9789728394515993,18.39043435207378,50.048844426122436,28.569799171738737,normal,none
222,0.934688094364721,23.301012417963896,49.98794720399177,19.902913596878463,normal,none
223,0.715079160362772,28.209143687406236,50.0660493580562,29.96905269044072,attack,undervoltage
224,1.3694886586438517,26.37767426685806,49.95773239863801,29.163441347842134,attack,overvoltage
225,1.1664836355182981,14.440810096093381,50.12415706541236,30.592879494737645,attack,overvoltage
226,0.9844274839627939,19.1697556109043,50.05297882830173,23.018605517960623,normal,none
227,0.7950851935599362,14.76673569632447,49.95328909118994,23.30081881946044,attack,undervoltage
228,1.0228892404850123,12.381142744818012,49.987663267853506,18.0500877244406,normal,none
229,0.6317038941581337,18.524633263575573,50.02605863347247,35.908227080959165,attack,undervoltage
230,1.0149788453098094,24.892759280528832,50.17669123933068,37.89337659511872,normal,none
231,0.9973249555335736,0.4387185915447417,50.0365422868438,23.39541100605031,attack,power_manipulation
232,1.0011132006502175,28.50581003897325,50.0075547127961,26.60615315294261,normal,none
233,1.000458294802391,15.871816571521979,49.9715936859014,24.214100554019875,normal,none
234,0.9978760910304345,23.554828441093743,49.7434747370788,30.668158900821773,normal,none
235,1.0391412814215701,19.567844956201636,50.012553912613015,24.354229585631128,normal,none
236,1.185014301015714,20.896164468996623,50.13598700621997,23.72711669956879,attack,overvoltage
237,0.7221079827591596,22.2728450061841,50.20630620798562,31.873662673004457,attack,undervoltage
238,1.0012931617371608,28.137917274167627,49.990878522592,29.706670839249615,normal,none
239,1.383743199976333,14.432953734961382,50.05547266096642,34.12870780473489,attack,overvoltage
240,1.0113324627177591,21.516838600010097,50.126141891531354,14.617685945406071,normal,none
241,0.9710156711726375,26.947765548152866,49.82755645775522,30.186864558798163,normal,none
242,0.9988717356420909,21.70273159790349,50.051568552608074,24.708938449139897,normal,none
243,1.0124029632183251,19.584976234011503,49.90186265275397,19.262803290203408,normal,none
244,1.008126913218103,13.466591266538757,49.99022420096128,17.82342134377502,normal,none
245,1.3770408511260235,15.737725671400804,50.00461050100764,22.5928503908928,attack,overvoltage
246,0.9938146558563418,15.74037349246283,49.89898556008472,15.04083614963495,normal,none
247,0.8166408562065628,18.760667151541025,50.09379149035463,28.20521309083475,attack,undervoltage
248,1.0283959451063183,22.876359742638122,49.980831048382,24.895468673786542,normal,none
249,0.997179218125471,25.326140252586274,50.21890463051391,7.41456609356883,normal,none
250,1.0138960976111084,20.829353317589383,49.87407255892901,14.106754307085923,normal,none
251,1.1525388699484531,25.12054905109161,49.894918892352905,42.46060591549796,attack,overvoltage
252,0.9919799262800877,17.66809697376299,49.95860924117418,35.68028829280854,normal,none
253,0.9933040687519537,20.02794089846842,49.998416427397416,31.806786388407314,normal,none
254,0.9841783224488416,16.260744521276802,49.91338719271683,13.303191895254162,normal,none
255,0.9670680527844769,18.903131938948697,50.15093520191808,16.640507514550002,normal,none
256,1.0548958634721508,2.0097664392804235,49.9179291455537,33.14698594551168,attack,power_manipulation
257,1.0311893672696093,0.6259889499581994,50.108744316405236,25.637965759104173,attack,power_manipulation
258,0.9904561686360847,15.871463719612626,49.96558545044658,24.23761481350591,normal,none
259,0.6442591848781317,19.34179639349599,50.00942127227363,22.949344089311644,attack,undervoltage
260,1.0157070506337238,3.7322436445539644,49.99897522075477,19.087963364960764,attack,power_manipulation
261,1.2853513135902979,23.201748388614547,49.8673856232541,35.19546011139442,attack,overvoltage
262,0.9759331289971444,29.21798867767015,50.117074015221796,25.327402769123886,normal,none
263,1.0074891114872802,17.23455437361535,50.04006391287934,30.066177623840705,normal,none
264,1.160648019759503,26.480436399301176,49.937949185316185,22.650050900930744,attack,overvoltage
265,0.9918621127851085,0.6594803543648292,50.03983575501376,27.771533018440458,attack,power_manipulation
266,0.7448575248347246,15.353137047263221,50.00531230790976,35.76831220461346,attack,undervoltage
267,1.1976945797527265,19.935078631756955,50.04838039365365,21.82908075419952,attack,overvoltage
268,0.9593000384247461,26.719760899308987,50.294414334617166,22.15067121160573,normal,none
269,0.996751472288622,20.05822550498629,49.93339268334008,29.03585749769143,normal,none
270,0.985467504738149,15.860606933054573,50.051425737941535,31.695617015479165,normal,none
271,0.9736713630983864,0.24208924102768203,50.04912668047258,24.436565017907643,attack,power_manipulation
272,0.9878966741733495,18.853017023060747,50.07219960908267,23.199374236305793,normal,none
273,0.722579375214543,23.583150480736254,50.11136905633371,19.63581925867598,attack,undervoltage
274,1.2134951582016862,17.69601539675414,49.79536905547406,34.881718313734225,attack,overvoltage
275,1.0221137992408906,27.48282021422176,50.05992151018858,28.493159729273437,normal,none
276,0.7153911395737738,22.370812263471674,49.950942103787966,31.291384670172896,attack,undervoltage
277,1.0085132676609394,24.413000329982246,49.99218825585718,13.877132983067906,normal,none
278,1.0083528318029282,21.018772431659688,50.16040092979466,25.272066842657118,normal,none
279,0.9997025726114717,14.899732853828004,50.10714582441848,15.664308356740335,normal,none
280,1.0082342924684704,24.447879557929255,50.06704848985776,18.784930802022537,normal,none
281,0.8159393230966425,24.203821358259425,49.969734747827474,23.394152065213753,attack,undervoltage
282,1.0161417342169856,24.74704390298347,50.03732043873373,32.01047281060876,normal,none
283,0.9829711342218465,27.29287923573567,49.90504130135821,20.190990224710426,normal,none
284,0.9854834985597081,25.02832618016241,49.95860279607151,9.008294898890885,normal,none
285,1.013757910458632,15.88120643738296,49.81152944231822,16.752473659188517,normal,none
286,0.9884927939975536,24.09153798176746,49.94945389931629,34.197914870639444,normal,none
287,1.0308614733001975,21.883729490245333,50.034762671511004,22.19997889182581,normal,none
288,1.0191001351635345,24.21187212982055,49.99202176064285,9.111314293718129,normal,none
289,1.0215177179832233,32.661562137345555,50.20418729156218,14.196993720688415,normal,none
290,0.7263233948134715,24.27432209886596,49.98643610254782,48.17647944651941,attack,undervoltage
291,0.9931016655565675,23.350267906908936,49.91890325715823,22.239592911697038,normal,none
292,0.9644664940267638,26.94431836562495,49.975566974737816,17.037327074783253,normal,none
293,1.0138982584107843,27.760109724631143,49.966053348836,23.858495601223957,normal,none
294,0.9852369550104806,24.97772355583861,49.925338348479094,17.273209945292436,normal,none
295,1.0613332575794818,20.651747572046386,49.892882376758386,33.7284469012859,normal,none
296,0.9762512004584883,12.344439833059528,49.93445279827009,26.859533800559888,normal,none
297,1.0325765874269914,2.6702543387242716,50.09798803534716,33.06286594437506,attack,power_manipulation
298,1.0168401529395426,26.404243784525782,50.11552884064693,35.97331837693022,normal,none
299,0.6424367984576342,19.623342848552994,50.10243975182755,7.253158239473489,attack,undervoltage
300,0.9959363156579553,23.015250686435994,49.99920619846461,27.76346097371197,normal,none
301,0.9748609935388788,20.422082967797223,50.07545890693129,30.790987904675895,normal,none
302,1.0020384085391307,15.127936337607178,49.978929016664516,19.338752395542286,normal,none
303,1.0158537173780484,0.1822989163922062,49.92417546430751,13.231720284171795,attack,power_manipulation
304,1.0213470355065777,29.978052555456156,50.1994742723112,21.07657260172458,normal,none
305,1.002936723517047,11.2906184655727,50.08729880725973,16.62435647782323,normal,none
306,0.9661169441740335,16.315604111545113,49.84813210396189,35.9213925805737,normal,none
307,1.2136208454591206,20.625689567046997,50.22100490066213,7.585833565277035,attack,overvoltage
308,0.9730596459768883,2.618513162619652,50.015342433265225,14.064459714152017,attack,power_manipulation
309,0.9966789929335041,18.13638483241915,50.03163020833057,28.414065160801023,normal,none
310,0.9864135611851254,20.39619174472965,50.011001492833095,32.189708032679164,normal,none
311,1.0189493835494094,22.401594085664364,50.157628406727525,30.1028913764685,normal,none
312,1.009389972263791,26.078310754731383,49.91769463989323,26.235383235639777,normal,none
313,0.9983224474543184,23.303380735959113,49.983250254191454,14.797597012203957,normal,none
314,1.0113135964195812,20.31083801506437,49.93899264601778,13.176686403271377,normal,none
315,0.9828593906795446,11.511648898634721,49.921141465005626,32.09408930573568,normal,none
316,0.9906957864391922,18.17718329772857,50.05639828552916,24.062053003416967,normal,none
317,1.0143548377222276,23.68667155065952,50.00769815845703,24.339914802741404,normal,none
318,0.9703288676115533,28.523557925721157,50.12028815756403,34.042293147176416,normal,none
319,1.0047417519654473,18.17345778339742,50.009576418878474,33.17365798418834,normal,none
320,1.0103500552297446,23.414243687378956,49.936622584808234,22.831258059559822,normal,none
321,0.6494208010624499,21.492101114044438,50.00834830343869,40.33749148982934,attack,undervoltage
322,1.0181802477197535,21.87047450676354,50.04219225985049,24.20270391676469,normal,none
323,0.9935818795829436,26.094290582851443,49.93706597384118,21.902947355260903,normal,none
324,0.9776485144515483,24.632343735603754,49.89151987327221,13.315791205700407,normal,none
325,0.9846695715946968,14.690307757204764,50.07625912045686,20.058153709234094,normal,none
326,1.039526008672734,22.760357383996833,50.02384863566898,28.89731176588046,normal,none
327,1.0111225328909794,4.308677273640264,50.0350553351504,7.99860288336026,attack,power_manipulation
328,0.9807497522576452,11.78584647202189,49.84829066898787,29.423010384730084,normal,none
329,1.195713210570809,23.244739283900508,49.91056699323946,24.328382991986327,attack,overvoltage
330,0.989060490283603,3.2854395948755544,50.04859384167678,23.845542888818265,attack,power_manipulation
331,0.9516059975068454,1.5360521025593048,50.03452562269498,26.316179567185102,attack,power_manipulation
332,0.6393382625002094,22.855715010316608,49.99450407043139,22.01875880055025,attack,undervoltage
333,1.016512767838902,0.7455069402889858,49.99665502020928,16.316887232798884,attack,power_manipulation
334,1.2136521675524823,20.868151321736715,49.95536043118622,21.40207942727158,attack,overvoltage
335,1.0114541568147055,17.69483944955597,50.029210496153254,33.576822357718925,normal,none
